FID,GEOID10,ZCTA5CE10,CLASSFP10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_Leng,Shape_Area,GEOG_UNIT,Cases,cases_nume,zcta,pop_total,White,Hispanic_o,Black_or_A,Asian,American_I,Two_or_mor,pct_nonwhi,pct_black,pct_latinx,pct_asian,pct_native,largest_mi,cases_per_,index_righ,year,geoid,name,variable,estimate,moe
167,55445,55445,B5,G6350,S,20183262.000000000000000,103494.000000000000000,+45.1224406,-093.3791842,25824.304512499998964,20270976.657600000500679,55445,165,165.000000000000000,55445,12142.000000000000000,5472.000000000000000,534.000000000000000,2531.000000000000000,3243.000000000000000,2.000000000000000,360.000000000000000,0.549332894086641,0.208450008235875,0.043979575028826,0.267089441607643,0.000164717509471,asian,13.589194531378686,26.000000000000000,2018,55445,ZCTA5 55445,median_hh_income,83329,6223
168,55446,55446,B5,G6350,S,26293310.000000000000000,370612.000000000000000,+45.0391396,-093.4897008,23213.037466999998287,26643563.230099998414516,55446,133,133.000000000000000,55446,24473.000000000000000,16713.000000000000000,1061.000000000000000,1393.000000000000000,4527.000000000000000,88.000000000000000,647.000000000000000,0.317084133534916,0.056919870878111,0.043353900216565,0.184979365014506,0.003595799452458,asian,5.434560536101009,26.000000000000000,2018,55446,ZCTA5 55446,median_hh_income,117486,7033
169,55447,55447,B5,G6350,S,22796311.000000000000000,1526749.000000000000000,+45.0010956,-093.4895611,24086.622246099999757,24304495.289000000804663,55447,107,107.000000000000000,55447,21737.000000000000000,17845.000000000000000,907.000000000000000,791.000000000000000,1093.000000000000000,55.000000000000000,1027.000000000000000,0.179049546855592,0.036389566177485,0.041726089156737,0.050282927726917,0.002530247964301,asian,4.922482403275521,26.000000000000000,2018,55447,ZCTA5 55447,median_hh_income,97184,6505
170,55448,55448,B5,G6350,S,28139255.000000000000000,443262.000000000000000,+45.1936384,-093.3005442,35610.976501899996947,28560057.418800000101328,55448,201,201.000000000000000,55448,27787.000000000000000,23288.000000000000000,538.000000000000000,1727.000000000000000,1221.000000000000000,71.000000000000000,903.000000000000000,0.161910245798395,0.062151365746572,0.019361571958110,0.043941411451398,0.002555151689639,black,7.233598445316155,1.000000000000000,2018,55448,ZCTA5 55448,median_hh_income,76621,2315
171,55449,55449,B5,G6350,S,57882629.000000000000000,246977.000000000000000,+45.1765803,-093.1818576,35745.239619200001471,58083444.286100000143051,55449,154,154.000000000000000,55449,27946.000000000000000,22232.000000000000000,1499.000000000000000,972.000000000000000,2371.000000000000000,125.000000000000000,727.000000000000000,0.204465755385386,0.034781364059257,0.053639161239533,0.084842195663064,0.004472912044658,asian,5.510627639018106,1.000000000000000,2018,55449,ZCTA5 55449,median_hh_income,105784,3950
172,55450,55450,B5,G6350,S,9729098.000000000000000,17413.000000000000000,+44.8791989,-093.2250862,17613.502782399998978,9738790.718000000342727,55450,0,0.000000000000000,55450,9.000000000000000,9.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,black,0.000000000000000,26.000000000000000,2018,55450,ZCTA5 55450,median_hh_income,0,0
173,55454,55454,B5,G6350,S,1620925.000000000000000,139606.000000000000000,+44.9695244,-093.2412190,6869.089468639999723,1759140.148220000090078,55454,256,256.000000000000000,55454,10109.000000000000000,3067.000000000000000,270.000000000000000,5146.000000000000000,1187.000000000000000,36.000000000000000,396.000000000000000,0.696606983875754,0.509051340389752,0.026708873281235,0.117420120684539,0.003561183104165,black,25.323968740726087,26.000000000000000,2018,55454,ZCTA5 55454,median_hh_income,21035,2968
174,55455,55455,B5,G6350,S,687254.000000000000000,132301.000000000000000,+44.9719787,-093.2337788,7986.766940139999861,818902.499435000005178,55455,<=5,1.000000000000000,55455,1108.000000000000000,694.000000000000000,24.000000000000000,12.000000000000000,332.000000000000000,0.000000000000000,46.000000000000000,0.373646209386282,0.010830324909747,0.021660649819495,0.299638989169675,0.000000000000000,asian,0.902527075812274,26.000000000000000,2018,55455,ZCTA5 55455,median_hh_income,0,0
175,56011,56011,B5,G6350,S,269898800.000000000000000,4702454.000000000000000,+44.6025652,-093.7726409,129750.432104000006802,274407296.158999979496002,56011,26,26.000000000000000,56011,9311.000000000000000,8561.000000000000000,382.000000000000000,109.000000000000000,222.000000000000000,3.000000000000000,32.000000000000000,0.080549887230158,0.011706583610783,0.041026742562560,0.023842766620127,0.000322199548921,latinx,2.792396090645473,68.000000000000000,2018,56011,ZCTA5 56011,median_hh_income,86466,7934
176,56044,56044,B5,G6350,S,207866597.000000000000000,3691258.000000000000000,+44.5647072,-093.9568385,122257.994128000005730,211417466.650999993085861,56044,<=5,1.000000000000000,56044,2178.000000000000000,2134.000000000000000,19.000000000000000,7.000000000000000,1.000000000000000,1.000000000000000,16.000000000000000,0.020202020202020,0.003213957759412,0.008723599632691,0.000459136822773,0.000459136822773,latinx,0.459136822773186,68.000000000000000,2018,56044,ZCTA5 56044,median_hh_income,76136,7411
177,56071,56071,B5,G6350,S,215214155.000000000000000,5902193.000000000000000,+44.5349711,-093.5794240,90123.875727399994503,220951241.546999990940094,56071,89,89.000000000000000,56071,12742.000000000000000,11866.000000000000000,424.000000000000000,6.000000000000000,133.000000000000000,139.000000000000000,174.000000000000000,0.068749018992309,0.000470883691728,0.033275780882122,0.010437921833307,0.010908805525035,latinx,6.984774760634123,68.000000000000000,2018,56071,ZCTA5 56071,median_hh_income,86155,4592
